FileName,FeatureModel,VP,NoF,NLeaf,NM,NO,NA,NVF,NGF,SHoF,MHoF,SCDF,MCDF,NoFC,NoC,DoT,ADoT,RoV,BF,CoC,FoC
model_20110826_252647654.xml,Linea de Experimentos,4.0,24.0,13.0,19.0,4.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.384615384615385,0.4782608695652174,2.090909090909091,0.9583333333333334,0.16666666666666666
model_20110826_819334011.xml,Linea de Experimentos,4.0,24.0,13.0,19.0,4.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.384615384615385,0.4782608695652174,2.090909090909091,0.9583333333333334,0.16666666666666666
model_20110915_1159959623.xml,MyFM,4.0,10.0,7.0,1.0,2.0,2.0,4.0,3.0,6.0,0.0,4.0,0.0,5.0,2.0,3.0,1.8571428571428572,0.3333333333333333,3.0,1.1,0.2
model_20110919_127780100.xml,Software Stack,13.0,37.0,25.0,1.0,2.0,8.0,10.0,12.0,24.0,9.0,9.0,3.0,12.0,6.0,8.0,3.56,0.3333333333333333,3.0,1.135135135135135,0.05405405405405406
model_20110925_62365838.xml,Ejercicio,7.0,23.0,16.0,12.0,4.0,0.0,4.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,2.4375,0.3684210526315789,2.7142857142857144,0.8260869565217391,0.17391304347826086
model_20110926_400852996.xml,Rhiscom Process Model,5.0,36.0,26.0,28.0,3.0,1.0,4.0,10.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,2.6153846153846154,0.2857142857142857,3.5,1.0277777777777777,0.08333333333333333
model_20110926_608554224.xml,Rhiscom Process Model,5.0,30.0,20.0,22.0,3.0,0.0,3.0,10.0,0.0,4.0,0.0,4.0,4.0,2.0,6.0,2.8,0.3448275862068966,2.9,1.0333333333333334,0.1
model_20111020_455520177.xml,ETRobocon,4.0,11.0,8.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.3,3.3333333333333335,0.9090909090909091,0.2727272727272727
model_20111025_1408959776.xml,G10-music player,1.0,13.0,11.0,6.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.4545454545454546,0.18181818181818182,5.5,0.8461538461538461,0.0
model_20111027_1380540076.xml,rtrt,5.0,10.0,6.0,4.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.8333333333333333,0.4444444444444444,2.25,1.0,0.5
model_20111027_668940289.xml,RhiscomProcessModel,8.0,29.0,17.0,16.0,4.0,4.0,8.0,12.0,8.0,0.0,8.0,0.0,8.0,4.0,6.0,3.176470588235294,0.42857142857142855,2.3333333333333335,1.103448275862069,0.13793103448275862
model_20111027_966072474.xml,FeatureModel1,4.0,10.0,6.0,5.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8333333333333333,0.4444444444444444,2.25,0.9,0.4
model_20111029_1654942500.xml,Software Stack,13.0,37.0,25.0,1.0,2.0,8.0,10.0,12.0,24.0,9.0,9.0,3.0,12.0,6.0,8.0,3.56,0.3333333333333333,3.0,1.135135135135135,0.05405405405405406
model_20111031_386778867.xml,Carros,9.0,25.0,18.0,3.0,3.0,6.0,9.0,7.0,18.0,0.0,18.0,0.0,25.0,1.0,3.0,2.0,0.2916666666666667,3.4285714285714284,1.0,0.12
model_20111111_1026730216.xml,Jogo de Tiros,9.0,37.0,25.0,18.0,3.0,5.0,8.0,12.0,13.0,2.0,13.0,2.0,37.0,1.0,4.0,1.96,0.3333333333333333,3.0,1.0,0.08108108108108109
model_20111129_1932950448.xml,RE,6.0,13.0,12.0,5.0,5.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,10.0,0.7692307692307693,0.38461538461538464
model_20111130_1614470655.xml,J2EE web architecture,38.0,77.0,46.0,27.0,27.0,7.0,34.0,31.0,14.0,8.0,0.0,0.0,0.0,0.0,5.0,2.4782608695652173,0.4189189189189189,2.3870967741935485,0.961038961038961,0.35064935064935066
model_20111201_1252018702.xml,E-science application,23.0,61.0,43.0,1.0,7.0,11.0,18.0,18.0,34.0,18.0,1.0,2.0,3.0,2.0,8.0,3.6744186046511627,0.3,3.3333333333333335,1.0163934426229508,0.11475409836065574
model_20111201_372659565.xml,E-science application,23.0,61.0,43.0,1.0,7.0,11.0,18.0,18.0,34.0,18.0,0.0,0.0,0.0,0.0,8.0,3.6744186046511627,0.3,3.3333333333333335,0.9836065573770492,0.11475409836065574
model_20111214_733452875.xml,iNavBasic,2.0,15.0,7.0,12.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.142857142857143,0.5714285714285714,1.75,0.9333333333333333,0.13333333333333333
model_20111220_1184087779.xml,Transmission,5.0,15.0,10.0,2.0,1.0,4.0,5.0,5.0,11.0,0.0,3.0,0.0,3.0,1.0,5.0,2.2,0.35714285714285715,2.8,1.0,0.06666666666666667
model_20111220_1450733948.xml,DS Sample,6.0,41.0,34.0,6.0,0.0,6.0,6.0,7.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.175,5.714285714285714,0.975609756097561,0.0
model_20120109_1808102333.xml,ISPW-6,5.0,18.0,14.0,10.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.5714285714285714,0.23529411764705882,4.25,1.0555555555555556,0.16666666666666666
model_20120110_1094246588.xml,Example Mobile Phone,4.0,10.0,7.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,1.7142857142857142,0.3333333333333333,3.0,1.1,0.2
model_20120110_1256867454.xml,testISA2012,4.0,10.0,7.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,1.7142857142857142,0.3333333333333333,3.0,1.1,0.2
model_20120110_139114401.xml,Mobile-Phone,4.0,10.0,7.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,1.7142857142857142,0.3333333333333333,3.0,1.1,0.2
model_20120110_1719396361.xml,Mobile phone (lenita),4.0,10.0,7.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,1.7142857142857142,0.3333333333333333,3.0,1.1,0.2
model_20120110_1754443954.xml,Mobile Phone GF,4.0,10.0,7.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,1.7142857142857142,0.3333333333333333,3.0,1.1,0.2
model_20120110_855603964.xml,Example Product Line Course Using SPLOT,4.0,10.0,7.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,1.7142857142857142,0.3333333333333333,3.0,1.1,0.2
model_20120111_1667229430.xml,PLeTs,11.0,24.0,13.0,5.0,3.0,7.0,10.0,11.0,14.0,1.0,2.0,0.0,4.0,2.0,6.0,2.769230769230769,0.4782608695652174,2.090909090909091,1.0416666666666667,0.125
model_20120113_1803352101.xml,Letovanje,16.0,43.0,28.0,4.0,3.0,11.0,14.0,15.0,29.0,6.0,3.0,0.0,3.0,2.0,7.0,2.892857142857143,0.35714285714285715,2.8,1.0232558139534884,0.06976744186046512
model_20120113_1950870026.xml,Guad gmocht!,3.0,10.0,7.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.7142857142857142,0.3333333333333333,3.0,1.0,0.1
model_20120122_258977494.xml,ISA11/12_pgr,7.0,19.0,13.0,5.0,3.0,3.0,6.0,6.0,8.0,2.0,6.0,1.0,8.0,5.0,3.0,1.9230769230769231,0.3333333333333333,3.0,1.2105263157894737,0.15789473684210525
model_20120124_94644767.xml,CCCMS,5.0,12.0,9.0,3.0,4.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.5555555555555556,0.2727272727272727,3.6666666666666665,0.9166666666666666,0.3333333333333333
model_20120130_333619036.xml,tool analysis,19.0,31.0,19.0,1.0,11.0,3.0,14.0,12.0,7.0,11.0,0.0,0.0,0.0,0.0,5.0,2.3684210526315788,0.5454545454545454,1.8333333333333333,0.7096774193548387,0.3548387096774194
model_20120201_1444061231.xml,tablets,12.0,38.0,24.0,10.0,2.0,8.0,10.0,14.0,20.0,5.0,9.0,2.0,11.0,11.0,5.0,2.9166666666666665,0.3783783783783784,2.642857142857143,1.263157894736842,0.05263157894736842
model_20120201_865979127.xml,Sistema de Informes por movil,8.0,28.0,21.0,6.0,2.0,4.0,6.0,7.0,13.0,6.0,10.0,4.0,16.0,19.0,3.0,1.9047619047619047,0.25925925925925924,3.857142857142857,1.6428571428571428,0.07142857142857142
model_20120201_899753062.xml,HDD Seagate,7.0,27.0,20.0,5.0,1.0,5.0,6.0,7.0,18.0,2.0,16.0,0.0,16.0,17.0,3.0,2.0,0.2692307692307692,3.7142857142857144,1.5925925925925926,0.037037037037037035
model_20120202_114979109.xml,TrialADC,6.0,22.0,14.0,7.0,1.0,5.0,6.0,8.0,13.0,0.0,8.0,0.0,8.0,5.0,4.0,2.357142857142857,0.38095238095238093,2.625,1.1818181818181819,0.045454545454545456
model_20120202_1596034358.xml,MobileMedia,3.0,10.0,7.0,4.0,2.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,1.7142857142857142,0.3333333333333333,3.0,1.0,0.2
model_20120205_24117969.xml,Applications,17.0,34.0,10.0,16.0,15.0,0.0,15.0,24.0,0.0,2.0,0.0,0.0,15.0,5.0,7.0,4.4,0.8,1.25,1.0294117647058822,0.4411764705882353
model_20120229_1103715736.xml,ELPS - ISE,8.0,14.0,10.0,2.0,6.0,1.0,7.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.3076923076923077,3.25,0.9285714285714286,0.42857142857142855
model_20120314_1438691117.xml,FM1,0.0,13.0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08333333333333333,12.0,0.9230769230769231,0.0
model_20120328_1227899142.xml,Modelo de Características de um Carro,10.0,21.0,15.0,4.0,5.0,3.0,8.0,6.0,6.0,5.0,6.0,1.0,9.0,5.0,5.0,1.8,0.3,3.3333333333333335,1.1904761904761905,0.23809523809523808
model_20120328_1309817018.xml,UML-IDE-TOOL,10.0,14.0,11.0,2.0,9.0,0.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.23076923076923078,4.333333333333333,0.9285714285714286,0.6428571428571429
model_20120328_1357539597.xml,Editor de imagem,8.0,18.0,14.0,5.0,6.0,1.0,7.0,4.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,1.7142857142857142,0.36363636363636365,2.75,0.6666666666666666,0.3333333333333333
model_20120328_1373483522.xml,Parking lot Manager,6.0,13.0,8.0,5.0,5.0,1.0,6.0,5.0,2.0,0.0,1.0,0.0,4.0,2.0,4.0,2.125,0.4166666666666667,2.4,1.0769230769230769,0.38461538461538464
model_20120328_1412454948.xml,Video CMS,15.0,36.0,28.0,9.0,7.0,2.0,9.0,8.0,4.0,15.0,0.0,0.0,0.0,0.0,5.0,1.9285714285714286,0.2962962962962963,3.375,0.75,0.19444444444444445
model_20120328_1667195252.xml,Counter Strike Simple Feature Model,8.0,24.0,17.0,4.0,3.0,0.0,3.0,7.0,0.0,16.0,0.0,3.0,5.0,2.0,4.0,2.588235294117647,0.30434782608695654,3.2857142857142856,1.0416666666666667,0.125
model_20120328_1814590478.xml,Video CMS,15.0,36.0,28.0,9.0,7.0,2.0,9.0,8.0,4.0,15.0,0.0,0.0,0.0,0.0,5.0,1.9285714285714286,0.2962962962962963,3.375,0.75,0.19444444444444445
model_20120328_1974817485.xml,Veículo,5.0,13.0,10.0,2.0,3.0,2.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7,0.25,4.0,0.9230769230769231,0.23076923076923078
model_20120328_288933955.xml,SMS a Cobrar / Resposta paga,8.0,17.0,12.0,8.0,7.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,5.0,3.0,3.0,1.6666666666666667,0.3125,3.2,1.1176470588235294,0.4117647058823529
model_20120328_361613983.xml,Web Game,7.0,16.0,9.0,6.0,5.0,0.0,5.0,7.0,0.0,4.0,0.0,0.0,4.0,2.0,3.0,2.0,0.4666666666666667,2.142857142857143,1.0625,0.3125
model_20120328_523540818.xml,Simnumero,7.0,10.0,2.0,2.0,7.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.5,0.8888888888888888,1.125,0.9,0.7
model_20120328_573707444.xml,Guitarra,10.0,34.0,24.0,10.0,3.0,5.0,8.0,10.0,13.0,7.0,2.0,0.0,3.0,2.0,4.0,2.2083333333333335,0.30303030303030304,3.3,1.0294117647058822,0.08823529411764706
model_20120328_593032745.xml,Construtora,6.0,19.0,12.0,10.0,4.0,1.0,5.0,7.0,2.0,2.0,0.0,0.0,3.0,2.0,4.0,2.3333333333333335,0.3888888888888889,2.5714285714285716,1.0526315789473684,0.21052631578947367
model_20120328_663906927.xml,Guitarra,9.0,28.0,19.0,9.0,3.0,4.0,7.0,9.0,8.0,7.0,2.0,0.0,3.0,2.0,4.0,2.263157894736842,0.3333333333333333,3.0,1.0357142857142858,0.10714285714285714
model_20120328_794090001.xml,Fabrica de software,3.0,22.0,15.0,17.0,2.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.1333333333333333,0.3333333333333333,3.0,0.9545454545454546,0.09090909090909091
model_20120328_810464459.xml,Basic Text Editor,7.0,17.0,13.0,9.0,7.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7692307692307692,0.25,4.0,0.9411764705882353,0.4117647058823529
model_20120329_788560154.xml,Hotel Product Line,39.0,55.0,42.0,7.0,32.0,5.0,37.0,13.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0476190476190474,0.24074074074074073,4.153846153846154,0.9818181818181818,0.5818181818181818
model_20120408_404695779.xml,DATABASE_TOOLS,27.0,70.0,60.0,3.0,20.0,1.0,21.0,10.0,6.0,40.0,5.0,1.0,6.0,2.0,3.0,1.9,0.14492753623188406,6.9,1.0142857142857142,0.2857142857142857
model_20120411_196667302.xml,prueba,10.0,26.0,18.0,9.0,7.0,3.0,10.0,8.0,9.0,0.0,2.0,0.0,5.0,3.0,4.0,2.3333333333333335,0.32,3.125,1.0769230769230769,0.2692307692307692
model_20120412_1314362396.xml,mon model,4.0,12.0,9.0,5.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1.5555555555555556,0.42857142857142855,2.3333333333333335,0.6666666666666666,0.16666666666666666
model_20120418_828883554.xml,Electronic Drum,12.0,52.0,36.0,15.0,1.0,11.0,12.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,5.0,2.9722222222222223,0.3137254901960784,3.1875,0.9807692307692307,0.019230769230769232
model_20120419_1397354511.xml,Jogo de Engenharia de Software,10.0,20.0,16.0,5.0,7.0,2.0,9.0,4.0,4.0,3.0,1.0,0.0,5.0,2.0,4.0,1.875,0.25,4.0,0.9,0.35
model_20120422_1648870831.xml,Linha de produtos - SimulES e PnP,7.0,14.0,10.0,3.0,4.0,1.0,5.0,4.0,2.0,4.0,2.0,2.0,6.0,2.0,3.0,1.6,0.3076923076923077,3.25,1.0714285714285714,0.2857142857142857
model_20120422_2100930135.xml,Lucas - pnp,8.0,25.0,19.0,8.0,3.0,2.0,5.0,6.0,4.0,9.0,4.0,3.0,8.0,4.0,3.0,1.6842105263157894,0.25,4.0,1.12,0.12
model_20120423_1196408273.xml,Simaldores de Engenharia de Software,6.0,16.0,11.0,4.0,2.0,4.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8181818181818181,0.3333333333333333,3.0,0.9375,0.125
model_20120423_1625073325.xml,SPL SimulES-1,15.0,32.0,25.0,8.0,8.0,5.0,13.0,7.0,11.0,4.0,0.0,0.0,0.0,0.0,5.0,2.4,0.2916666666666667,3.4285714285714284,0.75,0.25
model_20120424_1703152596.xml,SPL SimulES-2,22.0,59.0,38.0,18.0,8.0,13.0,21.0,21.0,27.0,5.0,0.0,0.0,0.0,0.0,5.0,3.3684210526315788,0.3620689655172414,2.761904761904762,0.9830508474576272,0.13559322033898305
model_20120425_1998125226.xml,Video Player,17.0,71.0,53.0,23.0,12.0,0.0,12.0,18.0,0.0,35.0,0.0,0.0,0.0,0.0,5.0,2.943396226415094,0.2571428571428571,3.888888888888889,0.9859154929577465,0.16901408450704225
model_20120510_220834497.xml,SPL SimulES-3,23.0,53.0,35.0,14.0,12.0,8.0,20.0,18.0,17.0,9.0,0.0,0.0,0.0,0.0,6.0,3.3142857142857145,0.34615384615384615,2.888888888888889,0.9811320754716981,0.22641509433962265
model_20120512_712347860.xml,Car,3.0,13.0,10.0,5.0,0.0,1.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,1.5,0.3,3.3333333333333335,0.7692307692307693,0.0
model_20120513_373795895.xml,Car demo,5.0,14.0,10.0,6.0,3.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.9,0.3076923076923077,3.25,0.9285714285714286,0.21428571428571427
model_20120515_1862354569.xml,Agile Simules,5.0,15.0,11.0,7.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1.9090909090909092,0.2857142857142857,3.5,1.0,0.2
model_20120522_87989914.xml,Experiment environment,6.0,35.0,29.0,1.0,0.0,1.0,1.0,6.0,9.0,24.0,9.0,19.0,28.0,20.0,4.0,2.0,0.18181818181818182,5.5,1.5142857142857142,0.0
model_20120528_1294065815.xml,Homepage based on wiki,5.0,13.0,8.0,5.0,3.0,1.0,4.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.75,0.5,2.0,0.7692307692307693,0.23076923076923078
model_20120529_2101702978.xml,Smartphone-SPL,5.0,35.0,29.0,5.0,0.0,3.0,3.0,6.0,15.0,14.0,15.0,2.0,18.0,23.0,4.0,2.206896551724138,0.17647058823529413,5.666666666666667,1.6285714285714286,0.0
model_20120531_2078087379.xml,GuideAgent,2.0,17.0,12.0,11.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,2.0,0.3125,3.2,1.1176470588235294,0.0
model_20120609_84195762.xml,Carro,9.0,26.0,20.0,10.0,3.0,5.0,8.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,3.0,1.55,0.3157894736842105,3.1666666666666665,0.7307692307692307,0.11538461538461539
model_20120627_1512389149.xml,Test,4.0,11.0,7.0,3.0,1.0,3.0,4.0,4.0,6.0,0.0,3.0,0.0,3.0,2.0,3.0,1.8571428571428572,0.4,2.5,1.0909090909090908,0.09090909090909091
model_20120701_1498696792.xml,ordem,10.0,11.0,3.0,0.0,10.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.3333333333333335,0.8,1.25,0.9090909090909091,0.9090909090909091
model_20120701_899073101.xml,desordem,10.0,11.0,3.0,0.0,10.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.3333333333333335,0.8,1.25,0.9090909090909091,0.9090909090909091
model_20120705_77954373.xml,Mobile Applications Contents,12.0,22.0,17.0,5.0,11.0,1.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.23809523809523808,4.2,0.9545454545454546,0.5
model_20120710_919309758.xml,Test Env,5.0,19.0,13.0,2.0,0.0,5.0,5.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,2.769230769230769,0.3333333333333333,3.0,0.9473684210526315,0.0
model_20120717_770767926.xml,UPL,4.0,11.0,7.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,2.857142857142857,0.4,2.5,0.9090909090909091,0.18181818181818182
model_20120718_813832704.xml,Mauricio Alférez,4.0,11.0,6.0,6.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.1666666666666665,0.5,2.0,1.0,0.36363636363636365
model_20120722_2065280700.xml,Toyota Feature Model,4.0,13.0,9.0,0.0,0.0,3.0,3.0,4.0,8.0,4.0,0.0,2.0,2.0,1.0,4.0,2.0,0.3333333333333333,3.0,1.0,0.0
model_20120725_1460954667.xml,UP estructural,51.0,97.0,65.0,16.0,27.0,15.0,42.0,32.0,32.0,21.0,1.0,0.0,3.0,2.0,13.0,4.061538461538461,0.3333333333333333,3.0,1.0103092783505154,0.27835051546391754
model_20120728_275737618.xml,Simple Drawing Tools,2.0,14.0,11.0,2.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,2.0,0.23076923076923078,4.333333333333333,0.9285714285714286,0.0
model_20120731_787433291.xml,Mobile Media 2,17.0,43.0,32.0,12.0,10.0,3.0,13.0,11.0,9.0,11.0,0.0,2.0,5.0,3.0,5.0,1.90625,0.2682926829268293,3.727272727272727,1.0232558139534884,0.23255813953488372
model_20120801_1784537083.xml,a,5.0,12.0,7.0,3.0,2.0,1.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,1.7142857142857142,0.7142857142857143,1.4,0.5833333333333334,0.16666666666666666
model_20120806_904481092.xml,Mobile Media,5.0,17.0,12.0,7.0,3.0,1.0,4.0,5.0,3.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,0.3333333333333333,3.0,0.9411764705882353,0.17647058823529413
model_20120822_650185552.xml,stcam,10.0,25.0,18.0,6.0,4.0,6.0,10.0,7.0,14.0,0.0,9.0,0.0,11.0,6.0,3.0,1.7777777777777777,0.2916666666666667,3.4285714285714284,1.2,0.16
model_20120823_304633016.xml,Disciplina,9.0,16.0,11.0,2.0,5.0,4.0,9.0,5.0,8.0,0.0,4.0,0.0,9.0,7.0,3.0,1.7272727272727273,0.3333333333333333,3.0,1.375,0.3125
model_20120824_761159432.xml,sftcam,9.0,23.0,17.0,6.0,4.0,5.0,9.0,6.0,12.0,0.0,9.0,0.0,11.0,5.0,3.0,1.7058823529411764,0.2727272727272727,3.6666666666666665,1.173913043478261,0.17391304347826086
model_20120828_1516795545.xml,NCV_Simulation,4.0,13.0,7.0,7.0,3.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.7142857142857144,0.5,2.0,0.9230769230769231,0.23076923076923078
model_20120829_1418879889.xml,isolation,1.0,10.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.142857142857143,0.3333333333333333,3.0,0.9,0.0
model_20120829_191972511.xml,FM_Test,100.0,168.0,112.0,51.0,91.0,8.0,99.0,56.0,23.0,2.0,7.0,0.0,48.0,46.0,7.0,4.508928571428571,0.33532934131736525,2.982142857142857,1.2678571428571428,0.5416666666666666
model_20120829_28461699.xml,Loja Virtual,3.0,11.0,7.0,3.0,1.0,0.0,1.0,4.0,0.0,6.0,0.0,2.0,3.0,2.0,4.0,2.4285714285714284,0.4,2.5,1.0909090909090908,0.09090909090909091
model_20120829_881090911.xml,AllSports Feature Model,4.0,10.0,7.0,2.0,2.0,0.0,2.0,3.0,0.0,5.0,0.0,2.0,2.0,1.0,3.0,1.7142857142857142,0.3333333333333333,3.0,1.0,0.2
model_20120902_865058601.xml,Agencia de Propaganda,5.0,19.0,13.0,6.0,1.0,0.0,1.0,6.0,0.0,11.0,0.0,2.0,2.0,1.0,4.0,2.3076923076923075,0.3333333333333333,3.0,1.0,0.05263157894736842
model_20120904_1604580471.xml,i18n,3.0,13.0,9.0,4.0,0.0,3.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8888888888888888,0.3333333333333333,3.0,0.9230769230769231,0.0
model_20120905_104354355.xml,MiniRPG,4.0,13.0,7.0,8.0,4.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.5,2.0,0.9230769230769231,0.3076923076923077
model_20120909_341305614.xml,TreeStemDeformationMeshingTool,11.0,32.0,21.0,6.0,1.0,0.0,1.0,11.0,0.0,24.0,0.0,4.0,4.0,2.0,5.0,2.4285714285714284,0.3548387096774194,2.8181818181818183,1.03125,0.03125
model_20120915_487659597.xml,MKT,6.0,20.0,12.0,5.0,1.0,3.0,4.0,8.0,7.0,6.0,0.0,2.0,2.0,1.0,9.0,3.25,0.42105263157894735,2.375,1.0,0.05
model_20120920_383492576.xml,SmartHome- Simplified Sample,4.0,11.0,6.0,6.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.1666666666666665,0.5,2.0,1.0,0.36363636363636365
model_20121015_1348696629.xml,Bicis_Feature_Model,3.0,10.0,6.0,3.0,0.0,3.0,3.0,4.0,6.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,0.4444444444444444,2.25,1.0,0.0
model_20121017_2007593800.xml,MobileMedia,5.0,10.0,7.0,2.0,4.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7142857142857142,0.3333333333333333,3.0,0.9,0.4
model_20121018_1186774722.xml,Mobile Media Bruno R,7.0,16.0,10.0,5.0,5.0,1.0,6.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.4,0.4,2.5,0.9375,0.3125
model_20121018_1495134161.xml,Mobile Media Adriano Lages,7.0,17.0,11.0,5.0,5.0,1.0,6.0,6.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,2.3636363636363638,0.375,2.6666666666666665,1.0,0.29411764705882354
model_20121018_1550648286.xml,MobileMedia_Marcelo,6.0,16.0,10.0,6.0,4.0,1.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.4,0.4,2.5,0.9375,0.25
model_20121018_1578042435.xml,daniel souza,7.0,17.0,11.0,5.0,5.0,1.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.3636363636363638,0.375,2.6666666666666665,0.9411764705882353,0.29411764705882354
model_20121018_1639434192.xml,MobileMedia_BrunoAquino,7.0,17.0,11.0,5.0,5.0,1.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.3636363636363638,0.375,2.6666666666666665,0.9411764705882353,0.29411764705882354
model_20121018_1701181193.xml,MobileMedia_Gustavo,7.0,17.0,11.0,5.0,5.0,1.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.3636363636363638,0.375,2.6666666666666665,0.9411764705882353,0.29411764705882354
model_20121018_1875808662.xml,Mobile Media,6.0,16.0,10.0,6.0,4.0,1.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.4,0.4,2.5,0.9375,0.25
model_20121018_1970318852.xml,MobileMedia_VitorSales,6.0,16.0,10.0,6.0,4.0,1.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.4,0.4,2.5,0.9375,0.25
model_20121018_201916182.xml,Mobile Media,6.0,16.0,10.0,6.0,4.0,1.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.4,0.4,2.5,0.9375,0.25
model_20121018_242475712.xml,mobile_media_thom,6.0,16.0,10.0,6.0,4.0,1.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.4,0.4,2.5,0.9375,0.25
